store_url,category_url,source_endpoint,product_id,handle,title,description,vendor,product_type,tags,product_url,variant_id,variant_title,sku,price,compare_at_price,available,image_urls,created_at,updated_at
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537771970619,zoologist-elephant-sanctuary-edition,Zoologist Elephant Sanctuary Edition Deluxe Bottle,"A white shroud of mist evaporates in the amber rays of the morning sun, parting to unveil a canvas painted with brilliant colour. In the peaceful haven, a rustle of leaves whispers softly. Massive foot pads stir up sweet, earthy scents, but deep beneath the soil, harrowing memories of clanking chains and chaotic circuses lie buried. Like old scars, those memories stretch across generations, faded yet never fully erased. Majestic matriarchs bear the painful weight of remembering, so their young might frolic unburdened. The exuberance of a calf, trumpeting with abandon, tramples the dark past, while a solemn bull, buoyed by the joyous outburst, sways behind the stripes of tree trunks, never having had to endure the vicious bars of a cage. Zoologist Elephant, Sanctuary Edition is an ode to the tranquility that comes with true freedom. In stark contrast to their vivid blooms, a soft veil of delicate jasmine, tuberose, osmanthus and rose murmurs with quiet grace as it settles with a subtle whisper. Pink pepper, cardamom and nutmeg warm the skin, while a splash of tea entices you into a verdant haven, defended by the imposing presence of sandalwood and suede. Wander your world freely with strength and serenity.",Zoologist Perfumes,Deluxe Bottle,"Amber, Animalic, Aromatic, Floral, Leathery, Tea, Woody",https://www.zoologistperfumes.com/products/zoologist-elephant-sanctuary-edition,43201786511419,Default Title,EDP60ESY,200.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Elephant-Sanctuary.jpg?v=1772388281 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Elephant-Sanctuary.jpg?v=1772388306,2026-02-08T10:53:34-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537771610171,zoologist-chameleon-tropical-blooms-edition,Zoologist Chameleon Tropical Blooms Edition Deluxe Bottle,"Remnants of a tropical storm set the forest pulsing with colour, raindrops glistening on trembling fronds. Dreamy blossoms of ylang-ylang unfurl, surrendering their heady aroma to the heavy jungle air. Lush fruits dangle, their honeyed fragrance hinting at juicy flesh ready to burst its skin. Mimicking the vibrant surroundings, a chameleon perches unseen. A hungry insect, drawn by rich colours and intoxicating scents, is oblivious to the peril. With a flick of the tongue, the master of disguise strikes, then the chameleon melts back into the vivid foliage. Fresh as a sun-drenched morning in the tropics, Zoologist Chameleon Tropical Blooms Edition zings with vibrant ylang-ylang, lush banana leaf, and zesty bergamot. Succulent guava, tangy passion fruit, and delicate orange blossom meld to create a captivating elixir, before settling into a bed of creamy vanilla and smooth sandalwood. Like its namesake, Chameleon can’t be pinned down, ever shifting between quiet elegance, lively tropical flair, and hidden but ever-present desire.",Zoologist Perfumes,Deluxe Bottle,"Floral, Fresh, Fruity, Green, Tropical",https://www.zoologistperfumes.com/products/zoologist-chameleon-tropical-blooms-edition,43201785692219,Default Title,EDP60CTB,200.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Chameleon-Tropical-Blooms.jpg?v=1774212716 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Chameleon-Tropical-Blooms.jpg?v=1774212716 | https://cdn.shopify.com/s/files/1/0396/9165/files/scene-chameleon-tropical-blooms.jpg?v=1774212716,2026-02-08T10:45:04-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7517683253307,zoologist-lovebird-deluxe-bottle,Zoologist Lovebird Deluxe Bottle,"The Special Edition of Lovebird has a surprise inside! Discover the label colour only when you open the box. (Contains the same perfume in every box. Only the label colour/design varies. Label Colour rarity: Green 60%, Blue 30%, Purple 10%.) In the branches of a sprawling thorn tree, a boisterous flock of lovebirds gathers, undeterred by the African savanna’s scorching heat. Cheerful chatter fills the air as they flit and weave, playfully hopping from one partner to another. Amid the lively commotion, one pair slips away to a quiet perch. Snuggling head to head, they preen one another, their affectionate chirps muffled against velvety soft feathers. The setting sun captures the intimate encounter, washing the glorious hues of the lovebirds’ intertwined plumage with a golden glow. Zoologist Lovebird bottles the thrill of budding romance in a single spritz. It opens with a playful burst of kiwi, orange, and passionfruit, as sweet and fleeting as a first kiss. A captivating blend of ylang-ylang, lavender, lily of the valley, and heliotrope weaves an intimate connection, drawing you deeper. Finally, ambrette, musk and amber ignite a sensual embrace, leaving a warm, lingering glow of enduring love.",Zoologist Perfumes,Deluxe Bottle,"Amber, Floral, Fresh, Fruity, Modern, Romantic, Tropical, Woody",https://www.zoologistperfumes.com/products/zoologist-lovebird-deluxe-bottle,43201797357627,Special Edition (Random Label Design),EDP60LVB-SP,200.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Green.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Green.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Blue.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Blue.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Purple.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Purple.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/scene-lovebird.jpg?v=1772388985,2025-12-26T16:48:09-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7517683253307,zoologist-lovebird-deluxe-bottle,Zoologist Lovebird Deluxe Bottle,"The Special Edition of Lovebird has a surprise inside! Discover the label colour only when you open the box. (Contains the same perfume in every box. Only the label colour/design varies. Label Colour rarity: Green 60%, Blue 30%, Purple 10%.) In the branches of a sprawling thorn tree, a boisterous flock of lovebirds gathers, undeterred by the African savanna’s scorching heat. Cheerful chatter fills the air as they flit and weave, playfully hopping from one partner to another. Amid the lively commotion, one pair slips away to a quiet perch. Snuggling head to head, they preen one another, their affectionate chirps muffled against velvety soft feathers. The setting sun captures the intimate encounter, washing the glorious hues of the lovebirds’ intertwined plumage with a golden glow. Zoologist Lovebird bottles the thrill of budding romance in a single spritz. It opens with a playful burst of kiwi, orange, and passionfruit, as sweet and fleeting as a first kiss. A captivating blend of ylang-ylang, lavender, lily of the valley, and heliotrope weaves an intimate connection, drawing you deeper. Finally, ambrette, musk and amber ignite a sensual embrace, leaving a warm, lingering glow of enduring love.",Zoologist Perfumes,Deluxe Bottle,"Amber, Floral, Fresh, Fruity, Modern, Romantic, Tropical, Woody",https://www.zoologistperfumes.com/products/zoologist-lovebird-deluxe-bottle,43201797390395,Regular Edition,EDP60LVB,200.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Green.jpg?v=1772388921 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Green.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Blue.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Blue.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Lovebird-Purple.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Lovebird-Purple.jpg?v=1772388985 | https://cdn.shopify.com/s/files/1/0396/9165/files/scene-lovebird.jpg?v=1772388985,2025-12-26T16:48:09-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537772232763,zoologist-joey-edition,Zoologist Koala Joey Edition Deluxe Bottle,"With boundless curiosity, a joey koala emerges from the warm embrace of her mother’s pouch, kissed by the golden glow of the Australian sun. The air hums with the crisp, sweet aroma of eucalyptus, entwined with the earthy whispers of the ancient forest below as she clings to her mother’s back. At one year old, her adventurous spirit leads her to climb down, seeking a new tree to claim as her own. Zoologist Koala Joey Edition captures this moment of discovery—a vibrant fragrance weaving fresh eucalyptus, spearmint, basil, and clary sage with a radiant touch of sunlit warmth. Anchored by delicate mimosa blossoms, sensual animalic musks, and rich woody notes, this scent is a timeless haven, as comforting as a joey’s newfound home.",Zoologist Perfumes,Deluxe Bottle,"Fresh, Grassy, Green, Herbal, Musky, Woody",https://www.zoologistperfumes.com/products/zoologist-joey-edition,43201788969019,Default Title,EDP60KJO,200.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Front-Koala-Joey.jpg?v=1772388807 | https://cdn.shopify.com/s/files/1/0396/9165/files/Bottle-Box-Koala-Joey.jpg?v=1772388807 | https://cdn.shopify.com/s/files/1/0396/9165/files/scene-koala-joey.jpg?v=1772388807,2026-02-08T10:58:48-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7517684334651,zoologist-lovebird-sample,Zoologist Lovebird Sample,"In the branches of a sprawling thorn tree, a boisterous flock of lovebirds gathers, undeterred by the African savanna’s scorching heat. Cheerful chatter fills the air as they flit and weave, playfully hopping from one partner to another. Amid the lively commotion, one pair slips away to a quiet perch. Snuggling head to head, they preen one another, their affectionate chirps muffled against velvety soft feathers. The setting sun captures the intimate encounter, washing the glorious hues of the lovebirds’ intertwined plumage with a golden glow. Zoologist Lovebird bottles the thrill of budding romance in a single spritz. It opens with a playful burst of kiwi, orange, and passionfruit, as sweet and fleeting as a first kiss. A captivating blend of ylang-ylang, lavender, lily of the valley, and heliotrope weaves an intimate connection, drawing you deeper. Finally, ambrette, musk and amber ignite a sensual embrace, leaving a warm, lingering glow of enduring love.",Zoologist Perfumes,Sample,"Amber, Floral, Fresh, Fruity, Modern, Romantic, Tropical, Woody",https://www.zoologistperfumes.com/products/zoologist-lovebird-sample,43099958870075,Default Title,SAM02LVB,9.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/sample-JD-lovebird-shopify-2000.jpg?v=1764034586,2025-12-26T16:54:14-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537773805627,zoologist-koala-joey-edition-sample,Zoologist Koala Joey Edition Sample,"With boundless curiosity, a joey koala emerges from the warm embrace of her mother’s pouch, kissed by the golden glow of the Australian sun. The air hums with the crisp, sweet aroma of eucalyptus, entwined with the earthy whispers of the ancient forest below as she clings to her mother’s back. At one year old, her adventurous spirit leads her to climb down, seeking a new tree to claim as her own. Zoologist Koala Joey Edition captures this moment of discovery—a vibrant fragrance weaving fresh eucalyptus, spearmint, basil, and clary sage with a radiant touch of sunlit warmth. Anchored by delicate mimosa blossoms, sensual animalic musks, and rich woody notes, this scent is a timeless haven, as comforting as a joey’s newfound home.",Zoologist Perfumes,Sample,"Fresh, Grassy, Green, Herbal, Musky, Woody",https://www.zoologistperfumes.com/products/zoologist-koala-joey-edition-sample,43201803386939,Default Title,SAM02KJO,9.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/sample-JD-koala-joey-shopify-2000.jpg?v=1764532167,2026-02-08T11:16:46-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537773674555,zoologist-elephant-sanctuary-edition-sample,Zoologist Elephant Sanctuary Edition Sample,"A white shroud of mist evaporates in the amber rays of the morning sun, parting to unveil a canvas painted with brilliant colour. In the peaceful haven, a rustle of leaves whispers softly. Massive foot pads stir up sweet, earthy scents, but deep beneath the soil, harrowing memories of clanking chains and chaotic circuses lie buried. Like old scars, those memories stretch across generations, faded yet never fully erased. Majestic matriarchs bear the painful weight of remembering, so their young might frolic unburdened. The exuberance of a calf, trumpeting with abandon, tramples the dark past, while a solemn bull, buoyed by the joyous outburst, sways behind the stripes of tree trunks, never having had to endure the vicious bars of a cage. Zoologist Elephant, Sanctuary Edition is an ode to the tranquility that comes with true freedom. In stark contrast to their vivid blooms, a soft veil of delicate jasmine, tuberose, osmanthus and rose murmurs with quiet grace as it settles with a subtle whisper. Pink pepper, cardamom and nutmeg warm the skin, while a splash of tea entices you into a verdant haven, defended by the imposing presence of sandalwood and suede. Wander your world freely with strength and serenity.",Zoologist Perfumes,Sample,"Amber, Animalic, Aromatic, Floral, Leathery, Tea, Woody",https://www.zoologistperfumes.com/products/zoologist-elephant-sanctuary-edition-sample,43201802698811,Default Title,SAM02ESY,9.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/sample-JD-elephant-sanctuary-shopify-2000.jpg?v=1764532167,2026-02-08T11:15:58-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7537773609019,zoologist-chameleon-tropical-blooms-sample,Zoologist Chameleon Tropical Blooms Edition Sample,"Remnants of a tropical storm set the forest pulsing with colour, raindrops glistening on trembling fronds. Dreamy blossoms of ylang-ylang unfurl, surrendering their heady aroma to the heavy jungle air. Lush fruits dangle, their honeyed fragrance hinting at juicy flesh ready to burst its skin. Mimicking the vibrant surroundings, a chameleon perches unseen. A hungry insect, drawn by rich colours and intoxicating scents, is oblivious to the peril. With a flick of the tongue, the master of disguise strikes, then the chameleon melts back into the vivid foliage. Fresh as a sun-drenched morning in the tropics, Zoologist Chameleon Tropical Blooms Edition zings with vibrant ylang-ylang, lush banana leaf, and zesty bergamot. Succulent guava, tangy passion fruit, and delicate orange blossom meld to create a captivating elixir, before settling into a bed of creamy vanilla and smooth sandalwood. Like its namesake, Chameleon can’t be pinned down, ever shifting between quiet elegance, lively tropical flair, and hidden but ever-present desire.",Zoologist Perfumes,Sample,"Floral, Fresh, Fruity, Green, Tropical",https://www.zoologistperfumes.com/products/zoologist-chameleon-tropical-blooms-sample,43201802469435,Default Title,SAM02CTB,9.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/sample-JD-chameleon-tropical-blooms-shopify-2000.jpg?v=1764532167,2026-02-08T11:14:33-05:00,2026-06-25T10:00:00-04:00
https://www.zoologistperfumes.com,,https://www.zoologistperfumes.com/products.json,7517684269115,zoologist-lovebird-travel-spray,Zoologist Lovebird Travel Spray,"In the branches of a sprawling thorn tree, a boisterous flock of lovebirds gathers, undeterred by the African savanna’s scorching heat. Cheerful chatter fills the air as they flit and weave, playfully hopping from one partner to another. Amid the lively commotion, one pair slips away to a quiet perch. Snuggling head to head, they preen one another, their affectionate chirps muffled against velvety soft feathers. The setting sun captures the intimate encounter, washing the glorious hues of the lovebirds’ intertwined plumage with a golden glow. Zoologist Lovebird bottles the thrill of budding romance in a single spritz. It opens with a playful burst of kiwi, orange, and passionfruit, as sweet and fleeting as a first kiss. A captivating blend of ylang-ylang, lavender, lily of the valley, and heliotrope weaves an intimate connection, drawing you deeper. Finally, ambrette, musk and amber ignite a sensual embrace, leaving a warm, lingering glow of enduring love.",Zoologist Perfumes,Travel Spray,"Amber, Floral, Fresh, Fruity, Modern, Romantic, Tropical, Woody",https://www.zoologistperfumes.com/products/zoologist-lovebird-travel-spray,43099958837307,Default Title,TRS11LVB,54.00,,True,https://cdn.shopify.com/s/files/1/0396/9165/files/Travel-Spray-Lovebird.jpg?v=1772336457,2025-12-26T16:53:09-05:00,2026-06-25T10:00:00-04:00
